0 , 0.0104134
0.00200401 , 0.0104148
0.00400802 , 0.0104169
0.00601202 , 0.0104197
0.00801603 , 0.0104237
0.01002 , 0.0104289
0.012024 , 0.0104356
0.0140281 , 0.0104439
0.0160321 , 0.0104542
0.0180361 , 0.0104665
0.0200401 , 0.010481
0.0220441 , 0.0104981
0.0240481 , 0.0105177
0.0260521 , 0.0105402
0.0280561 , 0.0105657
0.0300601 , 0.0105944
0.0320641 , 0.0106264
0.0340681 , 0.0106619
0.0360721 , 0.0107012
0.0380762 , 0.0107442
0.0400802 , 0.0107913
0.0420842 , 0.0108426
0.0440882 , 0.0108981
0.0460922 , 0.0109582
0.0480962 , 0.0110228
0.0501002 , 0.0110922
0.0521042 , 0.0111665
0.0541082 , 0.0112458
0.0561122 , 0.0113303
0.0581162 , 0.01142
0.0601202 , 0.0115152
0.0621242 , 0.011616
0.0641283 , 0.0117224
0.0661323 , 0.0118346
0.0681363 , 0.0119527
0.0701403 , 0.0120768
0.0721443 , 0.012207
0.0741483 , 0.0123435
0.0761523 , 0.0124863
0.0781563 , 0.0126356
0.0801603 , 0.0127914
0.0821643 , 0.0129539
0.0841683 , 0.0131231
0.0861723 , 0.0132991
0.0881764 , 0.013482
0.0901804 , 0.0136719
0.0921844 , 0.0138689
0.0941884 , 0.0140731
0.0961924 , 0.0142845
0.0981964 , 0.0145033
0.1002 , 0.0147294
0.102204 , 0.014963
0.104208 , 0.0152042
0.106212 , 0.0154529
0.108216 , 0.0157094
0.11022 , 0.0159735
0.112224 , 0.0162455
0.114228 , 0.0165253
0.116232 , 0.016813
0.118236 , 0.0171087
0.12024 , 0.0174123
0.122244 , 0.0177241
0.124248 , 0.0180439
0.126253 , 0.0183719
0.128257 , 0.0187081
0.130261 , 0.0190526
0.132265 , 0.0194053
0.134269 , 0.0197664
0.136273 , 0.0201358
0.138277 , 0.0205135
0.140281 , 0.0208997
0.142285 , 0.0212944
0.144289 , 0.0216975
0.146293 , 0.0221092
0.148297 , 0.0225293
0.150301 , 0.0229581
0.152305 , 0.0233954
0.154309 , 0.0238412
0.156313 , 0.0242958
0.158317 , 0.0247589
0.160321 , 0.0252307
0.162325 , 0.0257111
0.164329 , 0.0262002
0.166333 , 0.026698
0.168337 , 0.0272045
0.170341 , 0.0277197
0.172345 , 0.0282436
0.174349 , 0.0287763
0.176353 , 0.0293176
0.178357 , 0.0298676
0.180361 , 0.0304264
0.182365 , 0.0309939
0.184369 , 0.0315702
0.186373 , 0.0321551
0.188377 , 0.0327488
0.190381 , 0.0333511
0.192385 , 0.0339622
0.194389 , 0.034582
0.196393 , 0.0352105
0.198397 , 0.0358477
0.200401 , 0.0364935
0.202405 , 0.037148
0.204409 , 0.0378112
0.206413 , 0.038483
0.208417 , 0.0391634
0.210421 , 0.0398525
0.212425 , 0.0405501
0.214429 , 0.0412564
0.216433 , 0.0419712
0.218437 , 0.0426946
0.220441 , 0.0434265
0.222445 , 0.0441669
0.224449 , 0.0449158
0.226453 , 0.0456733
0.228457 , 0.0464391
0.230461 , 0.0472134
0.232465 , 0.0479962
0.234469 , 0.0487873
0.236473 , 0.0495868
0.238477 , 0.0503947
0.240481 , 0.0512109
0.242485 , 0.0520354
0.244489 , 0.0528682
0.246493 , 0.0537093
0.248497 , 0.0545586
0.250501 , 0.0554161
0.252505 , 0.0562818
0.254509 , 0.0571557
0.256513 , 0.0580378
0.258517 , 0.0589279
0.260521 , 0.0598262
0.262525 , 0.0607325
0.264529 , 0.0616468
0.266533 , 0.0625692
0.268537 , 0.0634996
0.270541 , 0.064438
0.272545 , 0.0653843
0.274549 , 0.0663385
0.276553 , 0.0673006
0.278557 , 0.0682706
0.280561 , 0.0692484
0.282565 , 0.0702341
0.284569 , 0.0712276
0.286573 , 0.0722288
0.288577 , 0.0732378
0.290581 , 0.0742546
0.292585 , 0.075279
0.294589 , 0.0763112
0.296593 , 0.077351
0.298597 , 0.0783984
0.300601 , 0.0794535
0.302605 , 0.0805162
0.304609 , 0.0815865
0.306613 , 0.0826643
0.308617 , 0.0837497
0.310621 , 0.0848426
0.312625 , 0.0859431
